date,file,house,bill,state,chamber
Jun-81,jpi_June_1981.pdf,Uttar Pradesh Vidhan Sabha,"Uttar Pradesh Uchh Nyayalaya (Letters, Patent, Appeal Smapti) Vidheyak, 1981.",Uttar Pradesh,Vidhan Sabha
Jun-81,jpi_June_1981.pdf,Uttar Pradesh Vidhan Sabha,"Civil Prakirya Sanhita (Utt.er Pradesh Sanshodhan) Vidheyak, 1981.",Uttar Pradesh,Vidhan Sabha
Jun-81,jpi_June_1981.pdf,Uttar Pradesh Vidhan Sabha,"Uttar Pradesh Rajya Vidhan Manda! (Sadasyon ki Uplabhdiyan aur Pension) (Dwitiya Sanshodhan) Vidheyak, 1981.",Uttar Pradesh,Vidhan Sabha
Jun-81,jpi_June_1981.pdf,Uttar Pradesh Vidhan Sabha,"*Uttar Pradesh Zila Parishad aur Mandi Samiti (Karyakal ka Vistar) Vidheyak, 1981.",Uttar Pradesh,Vidhan Sabha
Jun-81,jpi_June_1981.pdf,Pondicherry Legislative Assembly,"*The Pohdicherry Cinemas (Regulation) Amendment Bill, 1981.",Puducherry,Legislative Assembly
Jun-81,jpi_June_1981.pdf,Pondicherry Legislative Assembly,"*The Poodicherry Home Guards (Amendment) Bill, 1981.",Puducherry,Legislative Assembly
Jun-81,jpi_June_1981.pdf,Pondicherry Legislative Assembly,"The Appropriation (Vote on Account) Bill, 1981 (Bill No: 3 of 1!81).",Puducherry,Legislative Assembly
Jun-81,jpi_June_1981.pdf,Pondicherry Legislative Assembly,"The Appropriation Bill, 1981.",Puducherry,Legislative Assembly
Jun-81,jpi_June_1981.pdf,Pondicherry Legislative Assembly,"The Appropriation (No. II) Bill, 1981.",Puducherry,Legislative Assembly
Jun-81,jpi_June_1981.pdf,Pondicherry Legislative Assembly,"*The PondichE:'rry General Sales Tax (Amendment) Bill, 1981.",Puducherry,Legislative Assembly
Jun-81,jpi_June_1981.pdf,Pondicherry Legislative Assembly,"*The Pondicherry Town and Country Plaooing (Amendment) Bill, 1981.",Puducherry,Legislative Assembly
Jun-81,jpi_June_1981.pdf,Pondicherry Legislative Assembly,"*The Pondicflerry General Sales Tax (Second Amendment) Bill, 1981.",Puducherry,Legislative Assembly
Jun-81,jpi_June_1981.pdf,Pondicherry Legislative Assembly,"The Appropriation (No. III) Bill, 1981.",Puducherry,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Jammu & Kashmir Land Laws (Amendment) Bill, 1981",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Jammu & Kashmir Agrarian Reforms (Amendment) Bill, 1981",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Jammu & Kashmir Agrarian Reforms (Second Amendment) Bill, 1981",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Jammu & Kashmir Sixth Gurudwaras and Religious Endowment (Amendment) Bill, 1979",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Jammu & Kashmir Sixth Gurudwaras and Religious Endowment (Second Amendment) Bill, 1979",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"The Dowery Restraint (Amendment) Bill, 1979",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"The Transfer of Property (Amendment) Bill, 1981",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"The Jammu & Kashmir Common Land (Regulation) Amendment Bill, 1981",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"The Jammu and Kashmir Livestock Improvement (Amendment) Bill, 1981",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"The Presiding Officers, Ministers and Deputy Ministers Salaries & Allowances Bill, 1981",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"The Criminal Law (Amendment) Bill, 1981",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"The Jammu & Kashmir General Sales Tax (Amendment) Bill, 1980",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"The Jammu & Kashmir Taxation Laws (Amendment) Bill, 1980",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Appropriation Bill, 1972-73",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Appropriation Bill, 1973-74",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Appropriation Bill, 1974-75",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Appropriation Bill, 1975-76",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Appropriation Bill, 1980-81",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Jammu & Kashmir Legislative Assembly,"Appropriation Bill, 1981-82",Jammu And Kashmir,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Rajasthan Legislative Assembly,"The Rajasthan Requisitioning of Goods Vehicles (Amendment) Bill, 1980",Rajasthan,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Rajasthan Legislative Assembly,"The Rajasthan Land Revenue (Amendment) Bill, 1981",Rajasthan,Legislative Assembly
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Sales Tax Laws (Amendment and Repeal) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Entertainment Tax (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Public Wakfs (Extension of Limitation) Tamil Nadu Amendment Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"Tamil Nadu Tax on Luxuries in Hotels and Lodging Houses Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Revenue Recovery (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Cultivating Tenants Arrears of Rent (Relief) Amendment Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Cyclone and Flood Affected Areas Cultivating Tenants Arrears of Rent Relief (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Debt Relief (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Co-operative Societies (Appointment of Special Officers) Amendment Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Registration (Tamil Nadu Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Prevention of Incitement to Refuse or Defer Payment Tax Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Abolition of Posts of Part-time Village Officers Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Payment of Subsistence Allowance Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Cattle-disease (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu State Housing Board (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Registration of Veterinary Practitioners (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Agricultural Produce Markets (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Appropriation Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Panchaiyappa's Trust (Taking over of Management) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Identification of Prisoners (Tamil Nadu Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Panchayats (Appointment of Special Officers) Amendment Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Panchayat Union Councils (Appointment of Special Officers) Amendment Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Panchayats (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Municipal Councils (Appointment of Special Officer) Amendment Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Coimbatore Municipal Council (Appointment of Special Officer) Amendment Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Madras City Municipal Corporation (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Electricity Board (Recovery of Dues) Amendment Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Appropriation (No. 2) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Appropriation (Vote on Account) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Coimbatore City Municipal Corporation Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu District Police and Madras City Police (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Debt Relief (Second Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Town and Country Planning (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Prohibition (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Forest (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Minimum Wages (Tamil Nadu Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Industrial Establishments (Conferment of Permanent Status to Workmen) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Agricultural Lands Record of Tenancy Rights (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Handloom Workers (Conditions of Employment and Miscellaneous Provisions) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Industrial Disputes (Tamil Nadu Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Hindu Religious and Charitable Endowments (Amendment and Special Provisions) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Appropriation (No. 3) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Sales Tax (Surcharge Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Indian Stamp (Tamil Nadu Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Payment of Salaries (Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,Tamil Nadu Legislative Council,"The Tamil Nadu Payment of Salaries (Second Amendment) Bill, 1981",Tamil Nadu,Legislative Council
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Agricultural Produce Marketing (Regulation) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Shops and Establishments (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Chandernagore Municipal (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Requisitioned Land (Continuance of Powers) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Great Eastern Hotel (Acquisition of Undertaking Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Burdwan University (Temporary Supersession) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Berhampore Electric Supply Company Limited (Undertaking) Acquisition Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Barakar Electric Supply Installations Acquisition Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Bengal Money-lenders (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Lalyani University (Temporary Supersession) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The North Bengal University (Temporary Supersession (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Sri Ramakrishna Sarada Vidya Mahapitha (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Bangabasi Group of Colleges (Taking over of Management) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Netaji Nagar College (Taking over of Management) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Birla College of Science and Education (Taking over of Management) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Appropriation Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Appropriation (No. 2) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Taxation Laws (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Colleges (Payment of Salaries) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Indian College of Arts and Draftsmanship (Taking Over of Management) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Calcutta Thika Tenancy (Acquisition and Regulation) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Relief Undertakings (Special Provisions) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Industrial Infra-structure Development Corporation (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Rabindra Bharati (Temporary Supersession) (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Payment of Wages (West Bengal Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Land Reforms (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Burdwan University Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Jadavpur University Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The West Bengal Co-operative Societies (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Registration (West Bengal Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Land Acquisition (West Bengal Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The North Bengal University Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Vidyasagar University Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Bengal Municipal (Amendment) Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Bangabasi Group of Colleges Acquisition Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Netaji Nagar College Acquisition Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Birla College of Science and Education Acquisition Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Indian College of Arts and Draftsmanship Acquisition Bill, 1981",West Bengal,Legislative Assembly
Sep-81,jpi_September_1981.pdf,West Bengal Legislative Assembly,"The Sri Ramakrishna Sarada Vidya Mahapitha Acquisition Bill, 1981",West Bengal,Legislative Assembly
Mar-82,jpi_March_1982.pdf,Andhra Pradesh Legislative Council,"The Vijayawada Municipal Corporation Bill, 1981.",Andhra Pradesh,Legislative Council
Mar-82,jpi_March_1982.pdf,Andhra Pradesh Legislative Council,"The Andhra Pradesh Housing Board (Amendment) Bill, 1981.",Andhra Pradesh,Legislative Council
Mar-82,jpi_March_1982.pdf,Andhra Pradesh Legislative Council,"Sri Krishnadevaraya University Bill, 1981.",Andhra Pradesh,Legislative Council
Mar-82,jpi_March_1982.pdf,Andhra Pradesh Legislative Council,"The Andhra Pradesh Municipal Laws (Amendment) Bill, 1981.",Andhra Pradesh,Legislative Council
Mar-82,jpi_March_1982.pdf,Andhra Pradesh Legislative Council,"The Andhra Pradesh Khadi & Village Industries Board (Amendment) Bill, 1981.",Andhra Pradesh,Legislative Council
Mar-82,jpi_March_1982.pdf,Andhra Pradesh Legislative Council,"The Andhra Pradesh Slum Improvement (Acquisition of Lands) Amendment Bill, 1981.",Andhra Pradesh,Legislative Council
Mar-82,jpi_March_1982.pdf,Andhra Pradesh Legislative Council,"The Andhra Pradesh Town Planning (Extension and Amendment) Bill, 1981.",Andhra Pradesh,Legislative Council
Mar-82,jpi_March_1982.pdf,Andhra Pradesh Legislative Council,"The Andhra Pradesh Municipal Laws (Second Amendment) Bill, 1981.",Andhra Pradesh,Legislative Council
Mar-82,jpi_March_1982.pdf,Andhra Pradesh Legislative Council,"The Andhra Pradesh Excise (Amendment) Bill, 1981.",Andhra Pradesh,Legislative Council
